สินค้า,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
#,รหัสสินค้า,ชื่อสินค้า,หมวดหมู่,หมวดหมู่ย่อย,หน่วยสินค้า,Barcode
170,KR102-L,ผ้าเชิ้ต - กรมท่า (New)(L),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,KR102-L
171,KR102-M,ผ้าเชิ้ต - กรมท่า (New)(M),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,KR102-M
172,TTLS190-XL,ชิโระผ้าพันคอ พื้นโอวัลติน ขายาว(XL),กางเกงขายาว,,ชิ้น,TTLS190-XL
173,TTLS190-L,ชิโระผ้าพันคอ พื้นโอวัลติน ขายาว(L),กางเกงขายาว,,ชิ้น,TTLS190-L
174,TTLS190-M,ชิโระผ้าพันคอ พื้นโอวัลติน ขายาว(M),กางเกงขายาว,,ชิ้น,TTLS190-M
175,TTB-41,ร่มกันแสง UV,(ของแถม) ที่จัดตามโปรแต่ละช่วง,,ชิ้น,TTB-41
176,TTF137-3XL,(D3) ซูชิแซลมอลเล็ก พื้นชมพู(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF137-3XL
177,TTF137-XXL,(D3) ซูชิแซลมอลเล็ก พื้นชมพู(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF137-XXL
178,TTF137-XL,(C3) ซูชิแซลมอลเล็ก พื้นชมพู(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF137-XL
179,TTF137-L,(B3) ซูชิแซลมอลเล็ก พื้นชมพู(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF137-L
180,TTF137-M,(A3) ซูชิแซลมอลเล็ก พื้นชมพู(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF137-M
181,TTF136-3XL,(E3) มะเขือเทศ พื้นส้มพีช(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF136-3XL
182,TTF136-XXL,(D3) มะเขือเทศ พื้นส้มพีช(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF136-XXL
183,TTF136-XL,(C3) มะเขือเทศ พื้นส้มพีช(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF136-XL
184,TTF136-L,(B3) มะเขือเทศ พื้นส้มพีช(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF136-L
185,TTF136-M,(A3) มะเขือเทศ พื้นส้มพีช(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF136-M
186,KRL-12-XXL,ผ้าเชิ้ต - ริ้วเล็กเทาดำ (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-12-XXL
187,KRL-12-XL,ผ้าเชิ้ต - ริ้วเล็กเทาดำ (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-12-XL
188,KRL-12-L,ผ้าเชิ้ต - ริ้วเล็กเทาดำ (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-12-L
189,KRL-12-M,ผ้าเชิ้ต - ริ้วเล็กเทาดำ (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-12-M
190,KRL-11-XXL,ผ้าเชิ้ต - ริ้วเล็กชมพู (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-11-XXL
191,KRL-11-XL,ผ้าเชิ้ต - ริ้วเล็กชมพู (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-11-XL
192,KRL-11-L,ผ้าเชิ้ต - ริ้วเล็กชมพู (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-11-L
193,KRL-11-M,ผ้าเชิ้ต - ริ้วเล็กชมพู (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-11-M
194,KRL-10-XXL,ผ้าเชิ้ต - ริ้วเล็กฟ้า (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-10-XXL
195,KRL-10-XL,ผ้าเชิ้ต - ริ้วเล็กฟ้า (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-10-XL
196,KRL-10-L,ผ้าเชิ้ต - ริ้วเล็กฟ้า (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-10-L
197,KRL-10-M,ผ้าเชิ้ต - ริ้วเล็กฟ้า (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-10-M
198,KRL-09-XXL,ผ้าเชิ้ต - ริ้วใหญ่เหลือง (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-09-XXL
199,KRL-09-XL,ผ้าเชิ้ต - ริ้วใหญ่เหลือง (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-09-XL
200,KRL-09-L,ผ้าเชิ้ต - ริ้วใหญ่เหลือง (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-09-L
201,KRL-09-M,ผ้าเชิ้ต - ริ้วใหญ่เหลือง (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-09-M
202,KRL-08-XXL,ผ้าเชิ้ต - ริ้วใหญ่ชมพู (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-08-XXL
203,KRL-08-XL,ผ้าเชิ้ต - ริ้วใหญ่ชมพู (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-08-XL
204,KRL-08-L,ผ้าเชิ้ต - ริ้วใหญ่ชมพู (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-08-L
205,KRL-08-M,ผ้าเชิ้ต - ริ้วใหญ่ชมพู (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-08-M
206,KRL-07-XXL,ผ้าเชิ้ต - ริ้วใหญ่ฟ้า (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-07-XXL
207,KRL-07-XL,ผ้าเชิ้ต - ริ้วใหญ่ฟ้า (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-07-XL
208,KRL-07-L,ผ้าเชิ้ต - ริ้วใหญ่ฟ้า (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-07-L
209,KRL-07-M,ผ้าเชิ้ต - ริ้วใหญ่ฟ้า (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-07-M
210,KRL-06-XXL,ผ้าเชิ้ต - ริ้วใหญ่เขียว (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-06-XXL
211,KRL-06-XL,ผ้าเชิ้ต - ริ้วใหญ่เขียว (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-06-XL
212,KRL-06-L,ผ้าเชิ้ต - ริ้วใหญ่เขียว (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-06-L
213,KRL-06-M,ผ้าเชิ้ต - ริ้วใหญ่เขียว (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-06-M
214,KRL-05-XXL,ผ้าเชิ้ต - ริ้วใหญ่เทาดำ (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-05-XXL
215,KRL-05-XL,ผ้าเชิ้ต - ริ้วใหญ่เทาดำ (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-05-XL
216,KRL-05-L,ผ้าเชิ้ต - ริ้วใหญ่เทาดำ (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-05-L
217,KRL-05-M,ผ้าเชิ้ต - ริ้วใหญ่เทาดำ (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-05-M
218,KRL-04-XXL,ผ้าเชิ้ต - ชมพูพาสเทล (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-04-XXL
219,KRL-04-XL,ผ้าเชิ้ต - ชมพูพาสเทล (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-04-XL
220,KRL-04-L,ผ้าเชิ้ต - ชมพูพาสเทล (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-04-L
221,KRL-04-M,ผ้าเชิ้ต - ชมพูพาสเทล (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-04-M
222,KRL-03-XXL,ผ้าเชิ้ต - ฟ้าพาสเทล (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-03-XXL
223,KRL-03-XL,ผ้าเชิ้ต - ฟ้าพาสเทล (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-03-XL
224,KRL-03-L,ผ้าเชิ้ต - ฟ้าพาสเทล (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-03-L
225,KRL-03-M,ผ้าเชิ้ต - ฟ้าพาสเทล (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-03-M
226,KRL-02-XXL,ผ้าเชิ้ต - เทาดำ (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,
227,KRL-02-XL,ผ้าเชิ้ต - เทาดำ (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,
228,KRL-02-L,ผ้าเชิ้ต - เทาดำ (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-02-L
229,KRL-02-M,ผ้าเชิ้ต - เทาดำ (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-02-M
230,KRL-01-XXL,ผ้าเชิ้ต - ดำล้วน (ขายาว)(XXL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XXL,,ชิ้น,KRL-01-XXL
231,KRL-01-XL,ผ้าเชิ้ต - ดำล้วน (ขายาว)(XL),กางเกงขายาว ผ้าเชิ้ต (Korea) Size XL,,ชิ้น,KRL-01-XL
232,KRL-01-L,ผ้าเชิ้ต - ดำล้วน (ขายาว)(L),กางเกงขายาว ผ้าเชิ้ต (Korea) Size L,,ชิ้น,KRL-01-L
233,KRL-01-M,ผ้าเชิ้ต - ดำล้วน (ขายาว)(M),กางเกงขายาว ผ้าเชิ้ต (Korea) Size M,,ชิ้น,KRL-01-M
234,TTSS-12-XXL,เสื้อรุ่น So Soft สีอัญชัน(XXL),เสื้อรุ่น So Soft (XXL),,ชิ้น,TTSS-12-XXL
235,TTSS-12-XL,เสื้อรุ่น So Soft สีอัญชัน(XL),เสื้อรุ่น So Soft (XL),,ชิ้น,TTSS-12-XL
236,TTSS-12-L,เสื้อรุ่น So Soft สีอัญชัน(L),เสื้อรุ่น So Soft (L),,ชิ้น,TTSS-12-L
237,TTSS-12-M,เสื้อรุ่น So Soft สีอัญชัน(M),เสื้อรุ่น So Soft (M),,ชิ้น,TTSS-12-M
238,TTLQ-01-XL,ชินจัง ชุดแดงขายาว (หลุดQC)(XL),สินค้าหลุด QC,,ชิ้น,TTLQ-01-XL
239,TTLQ-01-L,ชินจัง ชุดแดงขายาว (หลุดQC)(L),สินค้าหลุด QC,,ชิ้น,TTLQ-01-L
240,TTLQ-01-M,ชินจัง ชุดแดงขายาว (หลุดQC)(M),สินค้าหลุด QC,,ชิ้น,TTLQ-01-M
241,TTQ-02-3XL,ฮิมาวาริ หลุด QC(3XL),สินค้าหลุด QC,,ชิ้น,
242,TTQ-02-XXL,ฮิมาวาริ หลุด QC(XXL),สินค้าหลุด QC,,ชิ้น,
243,TTQ-02-XL,ฮิมาวาริ หลุด QC(XL),สินค้าหลุด QC,,ชิ้น,
244,TTQ-02-L,ฮิมาวาริ หลุด QC(L),สินค้าหลุด QC,,ชิ้น,
245,TTQ-02-M,ฮิมาวาริ หลุด QC(M),สินค้าหลุด QC,,ชิ้น,
246,TTQ-01-3XL,ชินจัง ชุดแดง (หลุดQC)(3XL),สินค้าหลุด QC,,ชิ้น,TTQ-01-3XL
247,TTQ-01-XXL,ชินจัง ชุดแดง (หลุดQC)(XXL),สินค้าหลุด QC,,ชิ้น,TTQ-01-XXL
248,TTQ-01-XL,ชินจัง ชุดแดง (หลุดQC)(XL),สินค้าหลุด QC,,ชิ้น,TTQ-01-XL
249,TTQ-01-L,ชินจัง ชุดแดง (หลุดQC)(L),สินค้าหลุด QC,,ชิ้น,TTQ-01-L
250,TTQ-01-M,ชินจัง ชุดแดง (หลุดQC)(M),สินค้าหลุด QC,,ชิ้น,TTQ-01-M
251,TTG159-3XL,ชิโระผ้าพันคอเหลือง พื้นโอวัลติน(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG159-3XL
252,TTG159-XXL,ชิโระผ้าพันคอเหลือง พื้นโอวัลติน(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG159-XXL
253,TTG159-XL,ชิโระผ้าพันคอเหลือง พื้นโอวัลติน(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG159-XL
254,TTG159-L,ชิโระผ้าพันคอเหลือง พื้นโอวัลติน(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG159-L
255,TTG159-M,ชิโระผ้าพันคอเหลือง พื้นโอวัลติน(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG159-M
256,TTLS189-XL,ฮิมาวาริ ขายาว(XL),กางเกงขายาว,,ชิ้น,TTLS189-XL
257,TTLS189-L,ฮิมาวาริ ขายาว(L),กางเกงขายาว,,ชิ้น,TTLS189-L
258,TTLS189-M,ฮิมาวาริ ขายาว(M),กางเกงขายาว,,ชิ้น,TTLS189-M
259,TTLS188-XL,ช็อคโกบี ขายาว(XL),กางเกงขายาว,,ชิ้น,TTLS188-XL
260,TTLS188-L,ช็อคโกบี ขายาว(L),กางเกงขายาว,,ชิ้น,TTLS188-L
261,TTLS188-M,ช็อคโกบี ขายาว(M),กางเกงขายาว,,ชิ้น,TTLS188-M
262,TTLS187-XL,ชินจังใส่เอี้ยม ขายาว(XL),กางเกงขายาว,,ชิ้น,TTLS187-XL
263,TTLS187-L,ชินจังใส่เอี้ยม ขายาว(L),กางเกงขายาว,,ชิ้น,TTLS187-L
264,TTLS187-M,ชินจังใส่เอี้ยม ขายาว(M),กางเกงขายาว,,ชิ้น,TTLS187-M
265,TTLS186-XL,ชินจัง ชุดหมีแพนด้า ขายาว(XL),กางเกงขายาว,,ชิ้น,TTLS186-XL
266,TTLS186-L,ชินจัง ชุดหมีแพนด้า ขายาว(L),กางเกงขายาว,,ชิ้น,TTLS186-L
267,TTLS186-M,ชินจัง ชุดหมีแพนด้า ขายาว(M),กางเกงขายาว,,ชิ้น,TTLS186-M
268,TTLS185-XL,ชินจัง ชุดแดง ขายาว(XL),กางเกงขายาว,,ชิ้น,TTLS185-XL
269,TTLS185-L,ชินจัง ชุดแดง ขายาว(L),กางเกงขายาว,,ชิ้น,TTLS185-L
270,TTLS185-M,ชินจัง ชุดแดง ขายาว(M),กางเกงขายาว,,ชิ้น,TTLS185-M
271,TTG158-3XL,ชินจังใส่เอี้ยม(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG158-3XL
272,TTG158-XXL,ชินจังใส่เอี้ยม(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG158-XXL
273,TTG158-XL,ชินจังใส่เอี้ยม(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG158-XL
274,TTG158-L,ชินจังใส่เอี้ยม(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG158-L
275,TTG158-M,ชินจังใส่เอี้ยม(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG158-M
276,TTG157-3XL,ชินจัง ชุดแดง(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG157-3XL
